"","@ in URLs","Attachments","Css","Encoding","External Resources","Flash content","HTML content","Html Form","Html iFrame","IPs in URLs","Javascript","Phishy","URLs"
"551","False","0","0","none","0","False","True","False","False","False","0","True","2"
"552","False","0","0","none","0","False","True","False","False","False","0","True","3"
"553","False","0","0","none","0","False","True","False","False","False","0","True","2"
"554","False","0","0","none","0","False","True","False","False","False","0","True","2"
"555","False","0","0","none","0","False","True","False","False","False","0","True","2"
"556","False","0","0","none","0","False","True","False","False","False","0","True","2"
"557","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"558","False","0","0","none","0","False","True","False","False","False","0","True","2"
"559","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"560","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"561","False","0","0","7bit","0","False","False","False","False","True","0","True","1"
"562","False","0","0","none","0","False","True","False","False","False","0","True","2"
"563","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"564","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"565","False","0","0","none","0","False","True","False","False","False","0","True","2"
"566","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"567","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"568","False","0","0","none","0","False","True","False","False","False","0","True","2"
"569","False","0","0","7bit","0","False","True","False","False","False","0","True","20"
"570","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"571","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"572","False","0","0","none","0","False","True","False","False","False","0","True","1"
"573","False","0","0","none","0","False","True","False","False","False","0","True","1"
"574","False","0","0","none","0","False","True","False","False","False","0","True","2"
"575","False","0","0","7bit","0","False","True","False","False","True","0","True","5"
"576","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"577","False","0","0","none","0","False","True","False","False","False","0","True","1"
"578","False","0","0","7bit","0","False","False","False","False","False","0","True","1"
"579","False","0","0","7bit","0","False","True","False","False","False","0","True","18"
"580","False","0","0","none","0","False","True","False","False","False","0","True","1"
"581","False","0","0","none","0","False","True","False","False","False","0","True","3"
"582","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"583","False","0","0","none","0","False","True","False","False","False","0","True","3"
"584","False","0","0","7bit","0","False","False","False","False","False","0","True","0"
"585","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"586","False","0","0","7bit","0","False","True","False","False","True","0","True","10"
"587","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"588","False","0","0","7bit","0","False","True","False","False","False","0","True","25"
"589","False","0","0","7bit","0","False","True","False","False","False","0","True","16"
"590","False","0","0","none","0","False","True","False","False","False","0","True","2"
"591","False","0","2","7bit","0","False","True","False","False","False","0","True","15"
"592","False","0","0","none","0","False","True","False","False","False","0","True","2"
"593","False","0","0","none","0","False","True","False","False","False","0","True","1"
"594","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"595","False","0","0","7bit","0","False","True","False","False","True","0","True","18"
"596","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"597","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"598","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"599","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"600","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"601","False","0","1","7bit","1","False","True","False","False","False","1","True","9"
"602","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"603","False","0","0","8bit","0","False","True","False","False","False","0","True","11"
"604","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"605","False","0","0","none","0","False","True","False","False","False","0","True","1"
"606","False","0","0","7bit","0","False","True","False","False","True","0","True","18"
"607","False","0","0","none","0","False","True","False","False","False","0","True","2"
"608","False","0","0","7bit","0","False","True","False","False","True","0","True","18"
"609","False","0","0","none","0","False","True","False","False","False","0","True","2"
"610","False","0","0","none","0","False","True","False","False","False","0","True","4"
"611","False","0","0","none","0","False","True","False","False","False","0","True","1"
"612","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"613","False","0","0","none","0","False","True","False","False","False","0","True","1"
"614","False","0","0","8bit","0","False","True","False","False","False","0","True","2"
"615","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"616","False","0","1","7bit","1","False","True","False","False","False","1","True","9"
"617","False","0","0","7bit","0","False","False","False","False","True","0","True","1"
"618","False","0","0","none","0","False","True","False","False","False","0","True","1"
"619","False","0","0","8bit","0","False","True","False","False","False","0","True","11"
"620","False","0","0","none","0","False","True","False","False","False","0","True","2"
"621","False","0","0","none","0","False","True","False","False","False","0","True","2"
"622","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"623","False","0","0","none","0","False","True","False","False","False","0","True","1"
"624","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"625","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"626","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"627","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"628","False","0","0","7bit","0","False","True","True","False","True","0","True","9"
"629","False","0","0","7bit","0","False","True","True","False","False","0","True","9"
"630","False","0","0","7bit","0","False","True","True","False","False","0","True","9"
"631","False","0","0","none","0","False","True","False","False","False","0","True","2"
"632","False","0","0","7bit","0","False","True","False","False","False","0","True","17"
"633","False","0","0","none","0","False","True","False","False","False","0","True","1"
"634","False","0","0","7bit","0","False","False","False","False","False","0","True","1"
"635","False","1","0","none","0","False","False","True","False","False","0","True","5"
"636","False","0","0","7bit","0","False","False","False","False","True","0","True","1"
"637","False","1","0","none","0","False","False","True","False","False","0","True","5"
"638","False","1","0","none","0","False","False","True","False","False","0","True","5"
"639","False","0","0","7bit","0","False","False","False","False","True","0","True","1"
"640","False","0","0","none","0","False","True","False","False","False","0","True","1"
"641","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"642","False","1","0","none","0","False","True","True","False","True","0","True","13"
"643","False","0","0","7bit","0","False","True","False","False","False","0","True","18"
"644","False","0","0","none","0","False","True","False","False","False","0","True","2"
"645","False","0","0","none","0","False","True","False","False","False","0","True","2"
"646","False","0","1","7bit","1","False","True","False","False","False","0","True","11"
"647","False","0","0","none","0","False","True","False","False","False","0","True","1"
"648","False","0","0","7bit","0","False","True","False","False","False","0","True","82"
"649","False","0","0","7bit","0","False","False","False","False","False","0","True","1"
"650","False","0","0","7bit","0","False","True","False","False","True","0","True","3"
"651","False","0","0","7bit","0","False","True","False","False","True","0","True","1"
"652","False","0","0","none","0","False","True","False","False","False","0","True","1"
"653","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"654","False","0","0","none","0","False","True","False","False","False","0","True","2"
"655","False","0","0","7bit","0","False","False","False","False","True","0","True","1"
"656","False","0","0","none","0","False","True","False","False","False","0","True","2"
"657","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"658","False","0","0","7bit","0","False","False","False","False","True","0","True","1"
"659","False","0","0","none","0","False","True","False","False","False","0","True","1"
"660","False","0","0","quoted-printable","0","False","True","False","False","False","0","True","1"
"661","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"662","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"663","False","0","0","7bit","0","False","False","False","False","False","0","True","1"
"664","False","0","0","7bit","0","False","True","False","False","False","0","True","30"
"665","False","0","0","7bit","0","False","True","False","False","False","0","True","30"
"666","False","0","0","none","0","False","True","False","False","False","0","True","1"
"667","False","0","0","7bit","0","False","True","True","False","False","0","True","8"
"668","False","0","0","7bit","0","False","True","False","False","True","0","True","40"
"669","False","0","0","none","0","False","True","False","False","False","0","True","1"
"670","False","0","0","7bit","0","False","True","False","False","False","8","True","9"
"671","False","0","0","none","0","False","True","False","False","False","0","True","1"
"672","False","0","0","none","0","False","True","False","False","False","0","True","1"
"673","False","0","0","none","0","False","True","False","False","False","0","True","1"
"674","False","0","0","none","0","False","True","False","False","False","0","True","2"
"675","False","0","0","none","0","False","True","False","False","False","0","True","2"
"676","False","0","0","none","0","False","True","False","False","False","0","True","1"
"677","False","0","0","none","0","False","True","False","False","False","0","True","1"
"678","False","0","0","7bit","0","False","True","False","False","False","0","True","17"
"679","False","0","0","none","0","False","True","False","False","False","0","True","2"
"680","False","0","0","none","0","False","True","False","False","False","0","True","1"
"681","False","0","0","none","0","False","True","False","False","False","0","True","1"
"682","False","0","0","7bit","0","False","False","False","False","True","0","True","1"
"683","False","0","0","none","0","False","True","False","False","False","0","True","1"
"684","False","0","0","none","0","False","True","False","False","False","0","True","1"
"685","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"686","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"687","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"688","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"689","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"690","False","0","0","none","0","False","True","False","False","False","0","True","1"
"691","False","0","0","7bit","0","False","True","False","False","False","0","True","18"
"692","False","0","0","none","0","False","True","False","False","False","0","True","2"
"693","False","0","0","none","0","False","True","False","False","False","0","True","1"
"694","False","0","0","none","0","False","True","False","False","False","0","True","2"
"695","False","0","0","7bit","0","False","True","False","False","True","0","True","1"
"696","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"697","False","0","0","7bit","0","False","False","False","False","True","0","True","1"
"698","False","0","0","7bit","0","False","False","False","False","True","0","True","1"
"699","False","0","0","7bit","0","False","True","False","False","True","0","True","25"
"700","False","0","0","7bit","0","False","True","False","False","True","0","True","25"
"701","False","0","0","7bit","0","False","True","False","False","True","0","True","9"
"702","False","0","0","none","0","False","True","False","False","False","0","True","1"
"703","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"704","False","0","0","7bit","0","False","True","False","False","True","0","True","9"
"705","False","0","0","none","0","False","True","False","False","False","0","True","1"
"706","False","0","0","none","0","False","True","False","False","False","0","True","1"
"707","False","0","0","none","0","False","True","False","False","False","0","True","1"
"708","False","0","0","none","0","False","True","False","False","False","0","True","1"
"709","False","0","0","none","0","False","True","False","False","False","0","True","2"
"710","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"711","False","0","0","none","0","False","True","False","False","False","0","True","1"
"712","False","0","0","none","0","False","True","False","False","False","0","True","1"
"713","False","0","0","none","0","False","True","False","False","False","0","True","1"
"714","False","0","0","none","0","False","True","False","False","False","0","True","1"
"715","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"716","False","0","0","none","0","False","True","False","False","False","0","True","2"
"717","False","0","0","none","0","False","True","False","False","False","0","True","1"
"718","False","0","0","none","0","False","True","False","False","False","0","True","1"
"719","False","0","0","7bit","0","False","True","False","False","True","0","True","1"
"720","False","0","0","none","0","False","True","False","False","False","0","True","14"
"721","False","0","1","7bit","1","False","True","False","False","False","1","True","9"
"722","False","0","0","none","0","False","True","False","False","False","0","True","6"
"723","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"724","False","0","0","none","0","False","True","False","False","False","0","True","1"
"725","False","0","0","7bit","0","False","False","False","False","False","0","True","1"
"726","False","0","0","7bit","0","False","True","False","False","False","0","True","11"
"727","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"728","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"729","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"730","False","0","0","none","0","False","True","False","False","False","0","True","2"
"731","False","0","0","7bit","0","False","True","False","False","False","0","True","20"
"732","False","0","0","7bit","0","False","True","False","False","False","0","True","20"
"733","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"734","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"735","False","0","0","7bit","0","False","False","False","False","True","0","True","1"
"736","False","1","0","none","0","False","False","True","False","False","0","True","13"
"737","False","0","0","7bit","0","False","True","True","False","True","0","True","12"
"738","False","0","0","7bit","0","False","True","True","False","True","0","True","12"
"739","False","0","0","none","0","False","True","False","False","False","0","True","1"
"740","False","0","0","7bit","0","False","True","False","False","True","0","True","3"
"741","False","0","0","none","0","False","True","False","False","False","0","True","5"
"742","False","0","0","none","0","False","True","False","False","False","0","True","2"
"743","False","0","0","none","0","False","True","False","False","False","0","True","2"
"744","False","0","0","7bit","0","False","True","False","False","True","0","True","3"
"745","False","0","0","none","0","False","True","False","False","False","0","True","1"
"746","False","0","0","none","0","False","True","False","False","False","0","True","1"
"747","False","0","0","none","0","False","True","False","False","False","0","True","1"
"748","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"749","False","0","0","8bit","0","False","True","False","False","False","0","True","2"
"750","False","0","0","none","0","False","True","False","False","False","0","True","0"
"751","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"752","False","0","0","7bit","0","False","True","False","False","True","0","True","5"
"753","False","0","0","7bit","0","False","True","False","False","True","0","True","5"
"754","False","0","0","8bit","0","False","True","False","False","False","0","True","4"
"755","False","0","0","none","0","False","True","False","False","False","0","True","3"
"756","False","0","0","none","0","False","True","False","False","False","0","True","0"
"757","False","0","0","none","0","False","True","False","False","False","0","True","1"
"758","False","0","0","none","0","False","True","False","False","False","0","True","0"
"759","False","0","0","none","0","False","True","False","False","False","0","True","1"
"760","False","0","0","7bit","0","False","True","False","False","True","0","True","3"
"761","False","0","0","none","0","False","True","False","False","False","0","True","1"
"762","False","0","0","none","0","False","True","False","False","False","0","True","1"
"763","False","1","0","none","0","False","False","True","False","False","0","True","13"
"764","False","0","0","7bit","0","False","True","False","False","True","0","True","3"
"765","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"766","False","0","0","7bit","0","False","True","False","False","True","0","True","3"
"767","False","0","0","7bit","0","False","True","False","False","True","0","True","3"
"768","False","0","0","7bit","0","False","True","False","False","True","0","True","3"
"769","False","0","1","none","1","False","True","False","False","False","0","True","5"
"770","False","0","0","none","0","False","True","False","False","False","0","True","1"
"771","False","0","0","none","0","False","True","False","False","False","0","True","1"
"772","False","0","0","none","0","False","True","False","False","False","0","True","1"
"773","False","0","0","none","0","False","True","False","False","False","0","True","1"
"774","False","0","0","none","0","False","True","False","False","False","0","True","3"
"775","False","0","0","7bit","0","False","True","False","False","False","0","True","36"
"776","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"777","False","0","0","none","0","False","True","False","False","False","0","True","4"
"778","False","0","0","none","0","False","True","False","False","False","0","True","16"
"779","False","0","0","none","0","False","True","False","False","False","0","True","2"
"780","False","0","0","7bit","0","False","True","False","False","True","0","True","5"
"781","False","0","0","7bit","0","False","True","False","False","True","0","True","5"
"782","False","0","0","7bit","0","False","True","False","False","False","2","True","4"
"783","False","0","0","7bit","0","False","True","False","False","True","0","True","5"
"784","False","0","0","8bit","0","False","True","False","False","False","0","True","3"
"785","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"786","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"787","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"788","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"789","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"790","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"791","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"792","False","0","0","7bit","0","False","True","False","False","True","0","True","5"
"793","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"794","False","0","0","none","0","False","True","False","False","False","0","True","3"
"795","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"796","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"797","False","0","0","none","0","False","True","False","False","True","0","True","2"
"798","False","0","0","7bit","0","False","False","False","False","False","0","True","0"
"799","False","0","0","7bit","0","False","True","False","False","True","0","True","16"
"800","False","1","0","none","0","False","False","True","False","False","0","True","12"
"801","False","0","2","7bit","0","False","True","False","False","False","0","True","14"
"802","False","0","0","none","0","False","True","False","False","False","0","True","6"
"803","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"804","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"805","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"806","False","0","0","7bit","0","False","True","False","False","False","0","True","20"
"807","False","0","0","7bit","0","False","True","False","False","False","0","True","20"
"808","False","0","0","7bit","0","False","True","False","False","False","1","True","7"
"809","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"810","False","0","0","7bit","0","False","True","False","False","True","0","True","3"
"811","False","0","0","7bit","0","False","True","False","False","True","0","True","1"
"812","False","0","0","7bit","0","False","True","False","False","True","0","True","3"
"813","False","0","0","7bit","0","False","False","False","False","False","0","True","1"
"814","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"815","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"816","False","0","0","7bit","0","False","True","False","False","False","0","True","19"
"817","False","0","0","7bit","0","False","True","False","False","True","0","True","3"
"818","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"819","False","0","0","none","0","False","True","False","False","False","0","True","3"
"820","False","0","0","none","0","False","True","False","False","False","0","True","1"
"821","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"822","False","0","0","7bit","0","False","True","False","False","True","0","True","5"
"823","False","0","0","7bit","0","False","False","False","False","False","0","True","1"
"824","False","0","0","7bit","0","False","True","False","False","True","0","True","3"
"825","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"826","False","0","0","none","0","False","True","False","False","False","0","True","3"
"827","False","0","0","7bit","0","False","True","False","False","True","0","True","3"
"828","False","0","0","none","0","False","True","False","False","False","0","True","79"
"829","False","0","0","none","0","False","True","False","False","False","0","True","79"
"830","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"831","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"832","False","0","0","7bit","0","False","True","False","False","False","0","True","13"
"833","False","0","0","7bit","0","False","False","False","False","False","0","True","0"
"834","False","0","0","7bit","0","False","True","False","False","False","0","True","14"
"835","False","0","0","7bit","0","False","False","False","False","False","0","True","1"
"836","False","0","0","7bit","0","False","True","False","False","True","0","True","53"
"837","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"838","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"839","False","0","0","none","0","False","True","False","False","False","0","True","3"
"840","False","0","0","none","0","False","True","False","False","False","0","True","3"
"841","False","0","0","none","0","False","True","False","False","True","0","True","14"
"842","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"843","False","0","0","7bit","0","False","True","False","False","False","0","True","8"
"844","False","0","0","8bit","0","False","False","False","False","False","0","True","0"
"845","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"846","False","0","0","7bit","0","False","False","False","False","False","0","True","1"
"847","False","0","0","7bit","0","False","False","False","False","False","0","True","1"
"848","False","0","0","8bit","0","False","False","False","False","False","0","True","0"
"849","False","0","0","7bit","0","False","True","False","False","True","0","True","3"
"850","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"851","False","0","0","7bit","0","False","False","False","False","False","0","True","1"
"852","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"853","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"854","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"855","False","0","0","none","0","False","True","False","False","True","0","True","13"
"856","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"857","False","0","0","7bit","0","False","False","False","False","False","0","True","1"
"858","False","0","0","7bit","0","False","True","False","False","True","0","True","1"
"859","False","0","0","7bit","0","False","True","False","False","False","0","True","7"
"860","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"861","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"862","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"863","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"864","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"865","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"866","False","0","0","none","0","False","True","False","False","False","0","True","4"
"867","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"868","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"869","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"870","False","0","0","7bit","0","False","False","False","False","False","0","True","1"
"871","False","0","1","7bit","0","False","True","False","False","False","0","True","4"
"872","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"873","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"874","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"875","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"876","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"877","False","0","0","none","0","False","True","False","False","False","0","True","59"
"878","False","0","0","none","0","False","True","False","False","True","0","True","4"
"879","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"880","False","0","0","none","0","False","True","False","False","True","0","True","4"
"881","False","0","0","none","0","False","True","False","False","False","0","True","2"
"882","False","0","0","none","0","False","True","False","False","True","0","True","4"
"883","False","0","0","7bit","0","False","True","False","False","True","0","True","4"
"884","False","0","0","8bit","0","False","True","False","False","False","0","True","2"
"885","False","0","0","quoted-printable","0","False","True","False","False","True","0","True","1"
"886","False","0","0","7bit","0","False","True","False","False","False","0","True","60"
"887","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"888","False","0","0","7bit","0","False","True","False","False","False","0","True","18"
"889","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"890","False","0","0","none","0","False","True","False","False","False","0","True","34"
"891","False","0","0","7bit","0","False","True","False","False","False","0","True","15"
"892","False","0","0","8bit","0","False","True","False","False","False","0","True","8"
"893","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"894","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"895","False","0","0","7bit","0","False","False","False","False","False","0","True","1"
"896","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"897","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"898","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"899","False","0","0","7bit","0","False","True","False","False","False","0","True","36"
"900","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"901","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"902","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"903","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"904","False","0","0","7bit","0","False","False","False","False","False","0","True","1"
"905","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"906","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"907","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"908","False","0","0","8bit","0","False","True","False","False","False","0","True","2"
"909","False","0","0","8bit","0","False","True","False","False","False","0","True","2"
"910","False","0","0","8bit","0","False","True","False","False","False","0","True","2"
"911","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"912","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"913","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"914","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"915","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"916","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"917","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"918","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"919","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"920","False","0","0","7bit","0","False","True","False","False","True","0","True","53"
"921","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"922","False","0","0","7bit","0","False","True","False","False","False","0","True","24"
"923","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"924","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"925","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"926","False","0","0","7bit","0","False","False","False","False","False","0","True","1"
"927","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"928","False","0","0","none","0","False","True","False","False","False","0","True","5"
"929","False","0","0","none","0","False","True","False","False","False","0","True","3"
"930","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"931","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"932","False","0","0","8bit","0","False","True","False","False","False","0","True","3"
"933","False","0","0","8bit","0","False","True","False","False","False","0","True","2"
"934","False","0","1","none","1","False","True","False","False","False","0","True","11"
"935","False","0","0","7bit","0","False","True","False","False","False","1","True","3"
"936","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"937","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"938","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"939","False","0","0","7bit","0","False","True","False","False","False","0","True","9"
"940","False","0","0","7bit","0","False","False","False","False","False","0","True","1"
"941","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"942","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"943","False","0","0","none","0","False","True","False","False","False","0","True","1"
"944","False","0","0","quoted-printable","0","False","False","False","False","False","0","True","0"
"945","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"946","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"947","False","0","0","none","0","False","True","False","False","True","0","True","3"
"948","False","0","0","7bit","0","False","False","False","False","True","0","True","1"
"949","False","0","0","none","0","False","True","False","False","False","0","True","3"
"950","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"951","False","0","0","7bit","0","False","True","False","False","False","0","True","8"
"952","False","0","0","none","0","False","True","False","False","False","0","True","0"
"953","False","0","0","8bit","0","False","False","False","False","False","0","True","0"
"954","False","0","0","8bit","0","False","False","False","False","False","0","True","0"
"955","False","0","0","8bit","0","False","True","False","False","True","0","True","24"
"956","False","0","0","none","0","False","True","False","False","False","0","True","2"
"957","False","0","0","none","0","False","True","False","False","False","0","True","1"
"958","False","0","0","8bit","0","False","True","False","False","False","17","True","14"
"959","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"960","False","0","0","none","0","False","True","False","False","False","0","True","3"
"961","False","0","0","7bit","0","False","False","False","False","False","0","True","1"
"962","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"963","False","1","0","none","0","False","True","True","False","False","0","True","15"
"964","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"965","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"966","False","0","0","7bit","0","False","True","False","False","False","0","True","33"
"967","False","0","0","7bit","0","False","True","False","False","False","1","True","4"
"968","False","0","0","7bit","0","False","True","False","False","False","0","True","7"
"969","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"970","False","0","0","7bit","0","False","True","False","False","False","0","True","7"
"971","False","0","0","7bit","0","False","False","False","False","False","0","True","1"
"972","False","0","0","7bit","0","False","True","False","False","True","0","True","1"
"973","False","0","0","none","0","False","True","False","False","False","0","True","2"
"974","False","0","0","none","0","False","True","False","False","False","0","True","2"
"975","False","0","0","7bit","0","False","False","False","False","False","0","True","0"
"976","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"977","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"978","False","0","0","7bit","0","False","True","False","False","False","0","True","7"
"979","False","0","0","7bit","0","False","True","False","False","True","0","True","1"
"980","False","0","0","none","0","False","True","False","False","False","0","True","19"
"981","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"982","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"983","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"984","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"985","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"986","False","1","0","none","0","False","False","True","False","False","0","True","10"
"987","False","0","0","none","0","False","True","False","False","False","0","True","1"
"988","False","0","0","7bit","0","False","True","False","False","False","0","True","7"
"989","False","0","0","7bit","0","False","True","False","False","False","0","True","6"
"990","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"991","False","0","0","quoted-printable","0","False","False","False","False","False","0","True","0"
"992","False","0","0","quoted-printable","0","False","False","False","False","False","0","True","0"
"993","False","0","0","quoted-printable","0","False","False","False","False","False","0","True","0"
